iso3,year,health_gdp,beds,physicians,undernourishment,antiretroviral,hiv,malaria,tuberculosis
MHL,2007,16.26939583,..,0.5536,..,..,..,..,352
MHL,2008,15.20470905,..,..,..,..,..,..,278
MHL,2009,14.53969955,2.7,..,..,..,..,..,313
MHL,2010,13.93147564,2.7,0.5674,..,..,..,..,428
MHL,2011,13.08627224,..,0.5841,..,..,..,..,307
MHL,2012,13.03814125,..,0.4233,..,..,..,..,320
MHL,2013,13.46883583,..,..,..,..,..,..,327
MHL,2014,13.20781231,..,..,..,..,..,..,310
MHL,2015,15.33984375,..,..,..,..,..,..,300
MHL,2016,15.73866177,..,..,..,..,..,..,388
MHL,2017,14.38502884,..,..,..,..,..,..,439
MHL,2018,15.26284122,..,..,..,..,..,..,918
MHL,2019,14.82552052,..,..,..,..,..,..,483
MHL,2020,13.00799465,..,..,..,..,..,..,483
MHL,2021,..,..,..,..,..,..,..,483
MHL,2022,..,..,..,..,..,..,..,..
MRT,1990,..,0.665400028,6.30E-02,..,..,0.23,..,..
MRT,1991,..,..,..,..,..,0.27,..,..
MRT,1992,..,..,..,..,..,0.31,..,..
MRT,1993,..,..,6.30E-02,..,..,0.35,..,..
MRT,1994,..,..,..,..,..,0.39,..,..
MRT,1995,..,..,0.138,..,..,0.42,..,..
MRT,1996,..,..,..,..,..,0.44,..,..
MRT,1997,..,..,..,..,..,0.46,..,..
MRT,1998,..,..,..,..,..,0.48,..,..
MRT,1999,..,..,..,..,..,0.48,..,..
MRT,2000,3.37824655,..,..,..,0,0.48,113.0822489,250
MRT,2001,3.5718379,..,..,8.3,0,0.47,111.4119189,235
MRT,2002,4.00224972,..,..,7.9,0,0.45,109.4945145,220
MRT,2003,4.03254652,..,..,8.3,0,0.42,110.8653687,206
MRT,2004,3.70429492,..,0.1065,8.5,1,0.4,97.268863,193
MRT,2005,3.40312648,..,..,9.4,3,0.37,93.56152651,181
MRT,2006,2.70252752,0.4,..,8.8,6,0.32,83.91424331,170
MRT,2007,2.87644005,..,..,8.1,9,0.28,78.29344337,160
MRT,2008,3.01338983,..,..,7.3,12,0.24,64.6666477,151
MRT,2009,3.11034036,..,0.1311,7.8,15,0.21,32.53791591,143
MRT,2010,2.63618922,..,0.1565,8.2,17,0.19,36.07235175,135
MRT,2011,2.47383666,..,..,8.3,18,0.18,46.10627683,128
MRT,2012,2.64919329,..,..,7.9,19,0.17,24.2220195,121
MRT,2013,2.86799884,..,..,7.9,23,0.16,27.04998906,115
MRT,2014,3.46724391,..,0.1582,8,24,0.14,56.38230275,111
MRT,2015,3.67363763,..,0.171,8.3,27,0.15,73.91351724,107
MRT,2016,3.09630585,..,..,8.5,28,0.16,95.34168006,102
MRT,2017,3.31549454,..,0.1847,8.5,33,0.15,73.67160936,97
MRT,2018,3.43577695,..,0.1865,8.6,33,0.15,55.37367071,93
MRT,2019,3.34527016,..,..,9.2,35,0.23,41.98525086,89
MRT,2020,3.35572982,..,..,10.1,36,0.12,44.85191406,85
MRT,2021,..,..,..,..,38,0.13,18.42480586,81
MRT,2022,..,..,..,..,..,..,..,..
MUS,1990,..,..,0.811,..,..,0.01,..,..
MUS,1991,..,2.886600018,0.835,..,..,0.02,..,..
MUS,1992,..,3.135099888,0.847,..,..,0.03,..,..
MUS,1993,..,3.094799995,0.844,..,..,7.00E-02,..,..
MUS,1994,..,3.074599981,0.845,..,..,0.14,..,..
MUS,1995,..,..,0.85,..,..,0.25,..,..
MUS,1996,..,..,..,..,..,0.42,..,..
MUS,1997,..,..,..,..,..,0.65,..,..
MUS,1998,..,..,..,..,..,0.89,..,..
MUS,1999,..,..,..,..,..,1.1,..,..
MUS,2000,2.89581966,..,0.9113,..,0,1.21,..,17
MUS,2001,2.96084642,..,0.9272,5.7,0,1.21,..,13
MUS,2002,3.23190331,..,0.9869,5.6,1,1.2,..,14
MUS,2003,3.22486687,..,0.9702,5.4,1,1.16,..,14
MUS,2004,3.36119127,..,1.0718,5.2,1,1.11,..,14
MUS,2005,3.56529307,3,1.0982,5.1,2,1.08,..,13
MUS,2006,3.65428853,..,1.14,5,3,1.05,..,12
MUS,2007,3.57065129,..,1.1549,5.2,3,1.05,..,11
MUS,2008,3.99199653,3.3,1.17,5,4,1.05,..,11
MUS,2009,4.2265029,..,1.1857,4.7,5,1.04,..,12
MUS,2010,4.57982159,..,1.2019,4.3,6,1.01,..,12
MUS,2011,4.3078289,3.4,1.4467,4.5,11,0.97,..,11
MUS,2012,4.27675056,..,1.3738,4.9,13,0.89,..,13
MUS,2013,4.68303633,..,1.6296,5.2,15,0.81,..,13
MUS,2014,5.49399614,..,1.9318,5.3,19,0.76,..,13
MUS,2015,5.69995832,..,2.0246,5.6,20,0.7,..,13
MUS,2016,5.70678568,..,2.1943,5.8,20,0.65,..,12
MUS,2017,5.80985212,..,2.3147,6,22,0.63,..,12
MUS,2018,5.86705875,..,1.89,6,22,0.62,..,13
MUS,2019,6.200562,..,2.5912,7.2,23,0.57,..,12
MUS,2020,6.65996122,..,2.7127,7.8,25,0.53,..,12
MUS,2021,..,..,..,..,26,0.54,..,12
MUS,2022,..,..,..,..,..,..,..,..
MEX,1990,..,1,0.975,..,..,0.11,..,..
MEX,1991,..,1.100000024,1.1624,..,..,0.12,..,..
MEX,1992,..,1.200000048,1.3176,..,..,0.12,..,..
MEX,1993,..,1.200000048,1.465,..,..,0.13,..,..
MEX,1994,..,1.200000048,1.5646,..,..,0.13,..,..
MEX,1995,..,1.200000048,1.6536,..,..,0.14,..,..
MEX,1996,..,1.200000048,1.6518,..,..,0.14,..,..
MEX,1997,..,1.100000024,1.6906,..,..,0.14,..,..
MEX,1998,..,1.100000024,1.7066,..,..,0.15,..,..
MEX,1999,..,1.100000024,1.7114,..,..,0.15,..,..
MEX,2000,4.44912481,1.05,1.6265,..,8,0.15,3.561589963,23
MEX,2001,4.8203578,1.08,1.5161,3.3,10,0.15,2.370966012,24
MEX,2002,5.0716424,1.09,1.5267,3.7,12,0.15,2.16131122,22
MEX,2003,5.81486416,1.06,1.5788,4.3,16,0.15,1.758690528,23
MEX,2004,5.9539032,1.07,1.6531,4.6,17,0.15,1.545616797,18
MEX,2005,5.83612156,1.05,1.7651,4.4,18,0.15,1.327292297,22
MEX,2006,5.65525484,1.02,1.881,4.1,21,0.16,1.109444444,21
MEX,2007,5.76644516,1.06,1.9215,4.1,24,0.15,1.028299804,21
MEX,2008,5.69886971,1.03,1.9494,4.5,26,0.16,1.013627855,21
MEX,2009,6.12978458,1.02,1.979,4.7,27,0.16,1.148137812,21
MEX,2010,5.73688889,1.05,1.9986,4.8,28,0.16,0.513898308,22
MEX,2011,5.51883602,1.04,2.1004,4.7,30,0.16,0.464464729,21
MEX,2012,5.66522121,1.03,2.1118,4.6,33,0.16,0.339442345,22
MEX,2013,5.80923605,1.03,2.1555,4.2,34,0.16,0.199070041,22
MEX,2014,5.55340958,1.03,2.2263,4.4,35,0.16,0.260563134,22
MEX,2015,5.72277403,1,2.3246,5,41,0.16,0.202969798,22
MEX,2016,5.55345869,1,2.3244,5.8,44,0.15,0.213880329,22
MEX,2017,5.45759058,0.99,2.3827,6.1,45,0.15,0.282621251,23
MEX,2018,5.38345814,0.98,2.4248,6,51,0.15,0.305428526,23
MEX,2019,5.44627905,..,2.4253,6,52,0.14,0.233048547,23
MEX,2020,6.2421484,..,..,6.1,57,0.14,0.133275231,23
MEX,2021,..,..,..,..,61,0.13,9.01E-02,25
MEX,2022,..,..,..,..,..,..,..,..
FSM,1990,..,..,..,..,..,..,..,..
FSM,1991,..,..,..,..,..,..,..,..
FSM,1992,..,..,..,..,..,..,..,..
FSM,1993,..,..,0.451,..,..,..,..,..
FSM,1994,..,..,..,..,..,..,..,..
FSM,1995,..,..,..,..,..,..,..,..
FSM,1996,..,..,..,..,..,..,..,..
FSM,1997,..,..,..,..,..,..,..,..
FSM,1998,..,..,..,..,..,..,..,..
FSM,1999,..,..,0.573,..,..,..,..,..
FSM,2000,7.76511145,2.8,0.5959,..,..,..,..,102
FSM,2001,8.45260048,..,..,..,..,..,..,116
FSM,2002,7.89720392,..,..,..,..,..,..,142
FSM,2003,9.57150459,..,0.5613,..,..,..,..,119
FSM,2004,12.02715683,..,..,..,..,..,..,132
FSM,2005,17.73306656,3.3,0.5844,..,..,..,..,110
FSM,2006,10.74129105,3.31,..,..,..,..,..,118
FSM,2007,11.0585041,..,..,..,..,..,..,160
FSM,2008,11.99137974,..,0.6184,..,..,..,..,189
FSM,2009,12.55259323,3.2,0.1942,..,..,..,..,172
FSM,2010,13.10624504,..,..,..,..,..,..,191
FSM,2011,13.09527397,..,..,..,..,..,..,171
FSM,2012,12.27709675,..,..,..,..,..,..,166
FSM,2013,12.10208416,..,..,..,..,..,..,175
FSM,2014,11.72290421,..,..,..,..,..,..,216
FSM,2015,12.46286297,..,..,..,..,..,..,119
FSM,2016,13.13244915,..,..,..,..,..,..,169
FSM,2017,12.19635487,..,..,..,..,..,..,157
FSM,2018,11.65710258,..,..,..,..,..,..,109
FSM,2019,11.2604599,..,..,..,..,..,..,102
FSM,2020,11.5599966,..,0.9391,..,..,..,..,103
FSM,2021,..,..,..,..,..,..,..,80
FSM,2022,..,..,..,..,..,..,..,..
MDA,1990,..,13.14780045,3.547,..,..,0.01,..,..
MDA,1991,..,13.11620045,3.4724,..,..,0.01,..,..
MDA,1992,..,12.79030037,3.4891,..,..,0.01,..,..
MDA,1993,..,12.48270035,3.5366,..,..,0.02,..,..
MDA,1994,..,12.2215004,3.5556,..,..,0.02,..,..
MDA,1995,..,12.21000004,3.5115,..,..,0.04,..,..
MDA,1996,..,12.13000011,3.5693,..,..,0.16,..,..
MDA,1997,..,11.61999989,3.602,..,..,0.78,..,..
MDA,1998,..,11.22999954,3.6662,..,..,0.36,..,..
MDA,1999,..,8.18999958,..,..,..,0.22,..,..
MDA,2000,5.92687273,7.08,2.4553,..,0,0.23,..,80
MDA,2001,6.23449755,6.9,2.2925,..,0,0.25,..,99
MDA,2002,7.40437651,6.75,2.3103,..,0,0.28,..,104
MDA,2003,7.02227592,6.67,2.2824,..,0,0.32,..,119
MDA,2004,8.97114944,6.41,2.1814,..,1,0.35,..,133
MDA,2005,9.55814838,6.39,2.3783,..,2,0.39,..,142
MDA,2006,10.54445267,6.27,2.3768,..,3,0.42,..,138
MDA,2007,11.02066803,6.12,2.3871,..,4,0.44,..,135
MDA,2008,10.94920063,6.11,2.3545,..,6,0.43,..,125
MDA,2009,13.6766243,6.15,2.3912,..,8,0.43,..,125
MDA,2010,10.13112831,6.18,2.3808,..,10,0.42,..,116
MDA,2011,9.09670353,6.19,2.4142,..,12,0.41,..,119
MDA,2012,9.13962078,6.23,2.4135,..,15,0.39,..,124
MDA,2013,8.68300343,5.83,2.5028,..,18,0.37,..,127
MDA,2014,8.63275623,5.66,2.4746,..,22,0.36,..,115
MDA,2015,8.55763531,..,2.4836,..,27,0.36,..,102
MDA,2016,7.53552246,..,..,..,31,0.33,..,101
MDA,2017,7.01328468,..,3.2066,..,35,0.32,..,95
MDA,2018,6.58753395,..,..,..,40,0.31,..,86
MDA,2019,6.36946964,..,2.5586,..,44,0.3,..,80
MDA,2020,6.77933121,..,3.1026,..,45,0.29,..,78
MDA,2021,..,..,..,..,48,0.3,..,84
MDA,2022,..,..,..,..,..,..,..,..
MCO,1990,..,..,..,..,..,..,..,..
MCO,1991,..,..,..,..,..,..,..,..
MCO,1992,..,21.67860031,2.8094,..,..,..,..,..
MCO,1993,..,..,..,..,..,..,..,..
MCO,1994,..,..,..,..,..,..,..,..
MCO,1995,..,19.56999969,..,..,..,..,..,..
MCO,1996,..,..,..,..,..,..,..,..
MCO,1997,..,..,..,..,..,..,..,..
MCO,1998,..,..,..,..,..,..,..,..
MCO,1999,..,..,..,..,..,..,..,..
MCO,2000,1.73622334,..,..,..,..,..,..,0
MCO,2001,1.76396823,..,..,..,..,..,..,0
MCO,2002,1.79035473,..,..,..,..,..,..,0
MCO,2003,2.08464146,..,..,..,..,..,..,0.61
MCO,2004,2.1265049,..,..,..,..,..,..,0.72
MCO,2005,2.11639643,..,..,..,..,..,..,0.83
MCO,2006,2.01949477,..,..,..,..,..,..,0.93
MCO,2007,1.78815079,..,..,..,..,..,..,1
MCO,2008,1.92418182,..,..,..,..,..,..,1.1
MCO,2009,2.27634382,..,..,..,..,..,..,1.2
MCO,2010,2.33074474,..,..,..,..,..,..,3.5
MCO,2011,2.17874694,16.46,6.4167,..,..,..,..,1.3
MCO,2012,2.23475266,13.8,6.4384,..,..,..,..,1.3
MCO,2013,2.14983058,..,7.7778,..,..,..,..,1.3
MCO,2014,2.08692694,..,7.5067,..,..,..,..,0
MCO,2015,2.02846789,..,..,..,..,..,..,0
MCO,2016,1.62753141,..,..,..,..,..,..,6.2
MCO,2017,1.64274836,..,..,..,..,..,..,0
MCO,2018,1.59626138,..,..,..,..,..,..,3.1
MCO,2019,1.53244889,..,..,..,..,..,..,0
MCO,2020,1.67133093,..,..,..,..,..,..,0
MCO,2021,..,..,..,..,..,..,..,0
MCO,2022,..,..,..,..,..,..,..,..
MNG,1990,..,..,2.538,..,..,0.01,..,..
MNG,1991,..,11.48649979,2.695,..,..,0.01,..,..
MNG,1992,..,..,2.618,..,..,0.01,..,..
MNG,1993,..,..,..,..,..,0.01,..,..
MNG,1994,..,..,..,..,..,0.01,..,..
MNG,1995,..,..,..,..,..,0.01,..,..
MNG,1996,..,..,..,..,..,0.01,..,..
MNG,1997,..,..,..,..,..,0.01,..,..
MNG,1998,..,..,2.433,..,..,0.01,..,..
MNG,1999,..,..,2.54,..,..,0.01,..,..
MNG,2000,5.69538355,..,..,..,0,0.01,..,428
MNG,2001,5.05435562,..,..,31.1,0,0.01,..,428
MNG,2002,5.18856382,7.5,2.7553,30.6,0,0.01,..,428
MNG,2003,4.10218763,..,..,30.8,1,0.02,..,428
MNG,2004,4.15718555,6,..,30.7,1,0.02,..,428
MNG,2005,3.7552557,..,..,29.6,0,0.02,..,428
MNG,2006,3.74971509,6.4,..,27.4,1,0.02,..,428
MNG,2007,4.07522774,6.11,..,25.2,1,0.02,..,428
MNG,2008,4.55693007,..,2.8816,22.3,2,0.02,..,428
MNG,2009,4.45980072,5.9,2.6704,19.6,3,0.02,..,428
MNG,2010,3.73945689,6,2.7564,16.5,7,0.02,..,428
MNG,2011,3.58612084,6.75,2.8671,14.1,9,0.02,..,428
MNG,2012,3.85800076,7,3.0435,12.5,12,0.02,..,428
MNG,2013,4.08932018,..,3.0922,11.4,20,0.02,..,428
MNG,2014,4.20989752,..,3.1632,10.1,25,0.02,..,428
MNG,2015,4.23154545,7,3.2194,8.4,28,0.01,..,428
MNG,2016,4.26370525,7,2.8592,7.4,29,0.01,..,428
MNG,2017,3.94357896,8,..,6.3,32,0.01,..,428
MNG,2018,3.79951382,..,3.8518,5.5,34,0.01,..,428
MNG,2019,4.16080856,..,..,4,34,0.01,..,428
MNG,2020,4.94451141,..,..,3.6,37,0.01,..,428
MNG,2021,..,..,..,..,38,0.01,..,428
MNG,2022,..,..,..,..,..,..,..,..
MNE,1990,..,..,..,..,..,0.01,..,..
MNE,1991,..,..,..,..,..,0.01,..,..
MNE,1992,..,..,..,..,..,0.01,..,..
MNE,1993,..,..,..,..,..,0.01,..,..
MNE,1994,..,..,..,..,..,0.01,..,..
MNE,1995,..,..,..,..,..,0.01,..,..
MNE,1996,..,..,..,..,..,0.01,..,..
MNE,1997,..,..,..,..,..,0.01,..,..
MNE,1998,..,..,..,..,..,0.01,..,..
MNE,1999,..,..,1.8578,..,..,0.01,..,..
MNE,2000,..,4.22,1.884,..,8,0.01,..,..
MNE,2001,..,4.25,1.9129,9.6,10,0.02,..,..
MNE,2002,..,4.2,1.9009,9.2,10,0.02,..,..
MNE,2003,..,4.22,1.8547,8.4,12,0.02,..,..
MNE,2004,..,4.21,1.9363,7.7,13,0.02,..,..
MNE,2005,..,4.18,1.9517,5.5,17,0.03,..,29
MNE,2006,..,4.21,1.9922,3.1,18,0.03,..,31
MNE,2007,..,4.05,1.99,2.5,19,0.03,..,27
MNE,2008,..,3.93,2.1117,2.5,19,0.03,..,24
MNE,2009,..,3.94,2.1031,2.5,20,0.03,..,21
MNE,2010,..,3.98,2.0439,2.5,24,0.03,..,20
MNE,2011,7.96692181,3.98,2.0134,2.5,24,0.03,..,20
MNE,2012,8.29550457,3.97,2.0387,2.5,26,0.03,..,18
MNE,2013,8.47144604,3.89,2.1523,2.5,29,0.03,..,22
MNE,2014,8.00086784,3.93,2.1861,2.5,33,0.03,..,21
MNE,2015,9.02188778,3.93,2.3764,2.5,35,0.03,..,15
MNE,2016,8.63302994,3.93,2.5761,2.5,42,0.03,..,16
MNE,2017,7.98255396,3.86,2.6434,2.5,48,0.03,..,14
MNE,2018,8.34355545,..,2.7557,2.5,53,0.03,..,15
MNE,2019,8.32983208,..,2.7197,2.5,56,0.03,..,15
MNE,2020,11.42177582,..,2.74,2.5,58,0.03,..,15
MNE,2021,..,..,..,..,58,0.03,..,16
MNE,2022,..,..,..,..,..,..,..,..
MAR,1990,..,1.289999962,..,..,..,0.02,..,..
MAR,1991,..,..,..,..,..,0.03,..,..
MAR,1992,..,..,..,..,..,0.03,..,..
MAR,1993,..,..,0.214,..,..,0.04,..,..
MAR,1994,..,1.112300038,0.363,..,..,0.04,..,..
MAR,1995,..,..,..,..,..,0.04,..,..
MAR,1996,..,..,..,..,..,0.05,..,..
MAR,1997,..,0.980000019,0.46,..,..,0.05,..,..
MAR,1998,..,..,..,..,..,0.05,..,..
MAR,1999,..,..,..,..,..,0.05,..,..
MAR,2000,3.99666667,1.1,..,..,0,0.06,1.05E-04,115
MAR,2001,4.12973785,0.87,0.483,6.3,0,0.06,0,112
MAR,2002,4.39506149,1.09,..,5.9,0,0.06,6.48E-04,116
MAR,2003,4.41583776,0.78,..,5.6,4,0.06,1.35E-04,103
MAR,2004,4.58004332,0.87,0.531,5.5,6,0.06,3.33E-05,99
MAR,2005,4.73306799,0.87,..,5.5,8,0.05,0,99
MAR,2006,4.94123983,0.87,..,5.6,9,0.05,0,97
MAR,2007,5.20283985,0.87,0.5862,5.5,10,0.05,0,94
MAR,2008,5.2356267,1.1,..,5.6,13,0.05,0,98
MAR,2009,5.70664072,1.13,0.6477,5.4,15,0.05,0,99
MAR,2010,5.86408854,1.13,..,5.1,17,0.05,0,101
MAR,2011,5.81169367,0.85,..,4.6,21,0.05,0,100
MAR,2012,5.83982801,0.85,..,4.4,27,0.04,0,99
MAR,2013,5.68746853,0.85,0.632,4.2,32,0.04,0,99
MAR,2014,5.86155415,1.1,0.9135,4.1,36,0.04,0,101
MAR,2015,5.57022429,1.1,..,3.8,44,0.03,0,102
MAR,2016,5.49920416,1.1,..,3.8,51,0.03,0,103
MAR,2017,5.39212465,1,0.7308,3.7,55,0.03,0,100
MAR,2018,5.33229017,..,..,3.8,63,0.03,0,99
MAR,2019,5.36818361,..,..,4.4,68,0.03,0,97
MAR,2020,5.99316072,..,..,5.6,74,0.02,0,96
MAR,2021,..,..,..,..,80,0.02,0,94
MAR,2022,..,..,..,..,..,..,..,..
MOZ,1990,..,0.8671,1.20E-02,..,..,..,..,..
MOZ,1991,..,..,..,..,..,..,..,..
MOZ,1992,..,..,..,..,..,..,..,..
MOZ,1993,..,..,..,..,..,..,..,..
MOZ,1994,..,..,..,..,..,..,..,..
MOZ,1995,..,..,..,..,..,..,..,..
MOZ,1996,..,..,..,..,..,..,..,..
MOZ,1997,..,..,..,..,..,..,..,..
MOZ,1998,..,..,..,..,..,..,..,..
MOZ,1999,..,..,..,..,..,..,..,..
MOZ,2000,2.21938276,..,2.40E-02,..,..,..,473.696435,336
MOZ,2001,2.90733671,..,..,36.5,..,..,493.8217027,338
MOZ,2002,3.31128621,..,..,35.2,..,..,496.5720682,339
MOZ,2003,3.39533854,..,..,34.1,..,..,483.5980073,339
MOZ,2004,3.67226458,..,2.58E-02,34.1,..,..,455.3398192,341
MOZ,2005,4.37538815,..,..,33.3,..,..,421.4295659,342
MOZ,2006,4.08873844,0.8,2.60E-02,32.4,..,..,401.4830838,345
MOZ,2007,3.93067098,0.8,..,29.9,..,..,387.9960219,348
MOZ,2008,4.2388401,..,..,28.6,..,..,382.0180584,351
MOZ,2009,5.2039299,..,4.55E-02,25.8,..,..,377.4817196,354
MOZ,2010,5.43892908,..,4.87E-02,24.1,..,..,375.3209928,357
MOZ,2011,5.00311899,0.7,5.24E-02,21.8,..,..,369.6863944,359
MOZ,2012,5.24640608,..,5.46E-02,21,..,..,368.8756993,361
MOZ,2013,6.12556028,..,5.68E-02,22.4,..,..,367.9743235,361
MOZ,2014,6.33231783,..,..,25.7,..,..,357.7730674,361
MOZ,2015,6.71663332,..,..,29.7,..,..,350.3098694,361
MOZ,2016,7.28134489,..,..,31.5,..,..,343.0580306,361
MOZ,2017,7.83680201,..,7.61E-02,31.4,..,..,329.8267309,361
MOZ,2018,8.0889616,..,8.38E-02,31,..,..,319.6880438,361
MOZ,2019,7.95271826,..,8.46E-02,31.8,..,..,311.0862008,361
MOZ,2020,7.61939621,..,8.50E-02,32.7,..,..,320.4309801,361
MOZ,2021,..,..,..,..,..,..,320.6003964,361
MOZ,2022,..,..,..,..,..,..,..,..
MMR,1990,..,0.635800004,7.80E-02,..,..,0.14,..,..
MMR,1991,..,..,..,..,..,0.37,..,..
MMR,1992,..,..,..,..,..,0.49,..,..
MMR,1993,..,..,..,..,..,0.37,..,..
MMR,1994,..,..,..,..,..,0.32,..,..
MMR,1995,..,..,0.293,..,..,0.32,..,..
MMR,1996,..,..,..,..,..,0.34,..,..
MMR,1997,..,..,..,..,..,0.38,..,..
MMR,1998,..,..,..,..,..,0.43,..,..
MMR,1999,..,..,0.297,..,..,0.49,..,..
MMR,2000,1.99549711,0.7,0.302,..,0,0.54,50.01028649,555
MMR,2001,2.14881992,..,..,37.6,0,0.54,50.01029317,555
MMR,2002,2.57854366,0.63,..,34.8,0,0.53,50.01029493,554
MMR,2003,2.38126588,..,..,32.4,0,0.5,50.01027628,552
MMR,2004,2.31822181,..,0.3663,30.2,0,0.49,50.01029817,549
MMR,2005,2.33031869,..,0.3797,27.8,1,0.47,50.01029585,545
MMR,2006,2.25168681,0.6,0.4158,24.5,3,0.44,35.56502935,540
MMR,2007,2.02357221,..,0.4393,20.5,5,0.42,44.57277342,535
MMR,2008,2.10873103,..,0.4748,17.1,6,0.39,54.26404112,530
MMR,2009,2.15950108,..,0.4883,12.9,9,0.36,51.15570791,525
MMR,2010,1.95585966,..,0.5224,10.2,12,0.34,51.27176924,500
MMR,2011,1.92666924,..,0.5506,7.8,16,0.32,44.76216686,476
MMR,2012,2.41021132,0.9,0.5802,7.1,21,0.32,58.69525025,453
MMR,2013,3.20071578,..,..,6.1,26,0.31,20.29658374,431
MMR,2014,4.39346027,..,..,5.1,33,0.29,12.62299944,411
MMR,2015,5.47780561,..,..,4.2,41,0.28,8.865285722,391
MMR,2016,5.11349964,1.04,0.6195,3.5,48,0.26,5.246252042,372
MMR,2017,5.08065701,1.04,0.8638,3,55,0.25,3.880180614,355
MMR,2018,4.89992189,..,0.677,2.6,63,0.23,3.4671676,338
MMR,2019,4.67856407,..,0.7369,2.5,69,0.21,2.481146301,322
MMR,2020,4.62411975,..,..,3.1,74,0.2,2.583435494,311
MMR,2021,..,..,..,..,70,0.2,9.146195497,360
MMR,2022,..,..,..,..,..,..,..,..
NAM,1990,..,..,..,..,..,4.08,..,..
NAM,1991,..,..,0.231,..,..,5.63,..,..
NAM,1992,..,..,0.232,..,..,7.61,..,..
NAM,1993,..,..,..,..,..,9.87,..,..
NAM,1994,..,..,..,..,..,12.04,..,..
NAM,1995,..,..,..,..,..,13.82,..,..
NAM,1996,..,..,..,..,..,14.66,..,..
NAM,1997,..,..,0.295,..,..,14.68,..,..
NAM,1998,..,..,..,..,..,13.91,..,..
NAM,1999,..,..,..,..,..,12.89,..,..
NAM,2000,9.63792515,..,..,..,0,11.85,53.60876433,985
NAM,2001,9.53211975,..,..,13.5,0,11.07,69.83418605,1100
NAM,2002,9.73386574,..,..,14.5,0,10.31,46.96080629,1190
NAM,2003,9.87848473,..,..,15.7,0,9.74,44.43924103,1240
NAM,2004,10.18727589,..,0.3135,16.6,3,9.29,68.52851398,1260
NAM,2005,10.19230461,..,..,18.2,8,8.45,41.91398849,1250
NAM,2006,10.13995457,3.3,..,20.1,16,7.81,43.23611296,1210
NAM,2007,10.71633053,..,0.3857,23.5,26,7.04,12.94170627,1140
NAM,2008,9.91801167,..,..,27.6,33,6.4,7.474198134,1060
NAM,2009,9.04967022,2.7,..,29.5,36,6.12,3.696821635,974
NAM,2010,9.72781372,..,..,28.8,42,5.85,1.554345686,892
NAM,2011,9.83193302,..,..,25.5,50,5.62,1.826835816,815
NAM,2012,9.26659298,..,..,23.5,55,5.38,3.176533295,754
NAM,2013,9.06448746,..,..,22.2,58,4.91,4.48272374,710
NAM,2014,8.4089098,..,..,21.5,57,4.5,14.48003855,674
NAM,2015,9.98109627,..,..,21,64,4.58,8.307320067,639
NAM,2016,9.3223238,..,..,20.2,64,4.34,17.38027069,604
NAM,2017,8.72573948,..,0.5914,19.9,72,4.22,47.50251485,565
NAM,2018,8.31648731,..,0.5902,20,76,3.82,26.29839728,524
NAM,2019,8.45436001,..,..,18.9,83,3.41,2.937658308,486
NAM,2020,8.8962574,..,..,18,85,2.95,10.25347202,451
NAM,2021,..,..,..,..,91,2.91,10.61690269,457
NAM,2022,..,..,..,..,..,..,..,..
NRU,1990,..,..,..,..,..,..,..,..
NRU,1991,..,..,..,..,..,..,..,..
NRU,1992,..,..,..,..,..,..,..,..
NRU,1993,..,..,..,..,..,..,..,..
NRU,1994,..,..,..,..,..,..,..,..
NRU,1995,..,..,1.5094,..,..,..,..,..
NRU,1996,..,..,..,..,..,..,..,..
NRU,1997,..,..,..,..,..,..,..,..
NRU,1998,..,..,..,..,..,..,..,..
NRU,1999,..,..,..,..,..,..,..,..
NRU,2000,18.12374878,..,..,..,..,..,..,44
NRU,2001,15.50226593,..,..,..,..,..,..,33
NRU,2002,13.19443035,..,..,..,..,..,..,56
NRU,2003,9.53113365,..,..,..,..,..,..,33
NRU,2004,6.57316685,3.5,1.0101,..,..,..,..,72
NRU,2005,10.30554104,..,..,..,..,..,..,123
NRU,2006,12.41761684,..,..,..,..,..,..,134
NRU,2007,24.23068047,3.5,..,..,..,..,..,34
NRU,2008,23.0041008,..,1.0101,..,..,..,..,56
NRU,2009,12.31575871,..,1.0101,..,..,..,..,45
NRU,2010,12.6964016,5,1.1,..,..,..,..,34
NRU,2011,9.81177711,..,1.3861,..,..,..,..,56
NRU,2012,9.21772289,..,..,..,..,..,..,68
NRU,2013,9.4396801,..,..,..,..,..,..,76
NRU,2014,7.94534922,..,..,..,..,..,..,84
NRU,2015,13.73628426,..,1.3462,..,..,..,..,103
NRU,2016,10.74993038,..,..,..,..,..,..,101
NRU,2017,11.4886446,..,..,..,..,..,..,89
NRU,2018,11.72690773,..,..,..,..,..,..,48
NRU,2019,12.18192387,..,..,..,..,..,..,161
NRU,2020,11.96898365,..,..,..,..,..,..,121
NRU,2021,..,..,..,..,..,..,..,193
NRU,2022,..,..,..,..,..,..,..,..
NPL,1990,..,0.243599996,5.10E-02,..,..,..,..,..
NPL,1991,..,0.237200007,6.20E-02,..,..,..,..,..
NPL,1992,..,0.242599994,7.60E-02,..,..,..,..,..
NPL,1993,..,0.238700002,7.40E-02,..,..,..,..,..
NPL,1994,..,0.232299998,..,..,..,..,..,..
NPL,1995,..,0.170000002,0.04,..,..,..,..,..
NPL,1996,..,0.159999996,0.04,..,..,..,..,..
NPL,1997,..,0.170000002,0.04,..,..,..,..,..
