iso3,year,health_gdp,beds,physicians,undernourishment,antiretroviral,hiv,malaria,tuberculosis
BRA,2020,10.31291676,..,..,4.1,71,0.23,3.861308789,45
BRA,2021,..,..,..,..,73,0.24,3.72380182,48
BRA,2022,..,..,..,..,..,..,..,..
VGB,1990,..,..,..,..,..,..,..,..
VGB,1991,..,..,..,..,..,..,..,..
VGB,1992,..,..,..,..,..,..,..,..
VGB,1993,..,..,..,..,..,..,..,..
VGB,1994,..,..,..,..,..,..,..,..
VGB,1995,..,..,..,..,..,..,..,..
VGB,1996,..,..,..,..,..,..,..,..
VGB,1997,..,..,..,..,..,..,..,..
VGB,1998,..,..,..,..,..,..,..,..
VGB,1999,..,..,..,..,..,..,..,..
VGB,2000,..,..,..,..,..,..,..,5.7
VGB,2001,..,..,..,..,..,..,..,5.6
VGB,2002,..,..,..,..,..,..,..,5.4
VGB,2003,..,..,..,..,..,..,..,5.2
VGB,2004,..,..,..,..,..,..,..,10
VGB,2005,..,..,..,..,..,..,..,0
VGB,2006,..,..,..,..,..,..,..,0
VGB,2007,..,..,..,..,..,..,..,0
VGB,2008,..,..,..,..,..,..,..,1.4
VGB,2009,..,..,..,..,..,..,..,2.8
VGB,2010,..,..,..,..,..,..,..,4.2
VGB,2011,..,..,..,..,..,..,..,0
VGB,2012,..,..,..,..,..,..,..,0
VGB,2013,..,..,..,..,..,..,..,4
VGB,2014,..,..,..,..,..,..,..,0
VGB,2015,..,..,..,..,..,..,..,0
VGB,2016,..,..,..,..,..,..,..,0
VGB,2017,..,..,..,..,..,..,..,1.9
VGB,2018,..,..,..,..,..,..,..,3.8
VGB,2019,..,..,..,..,..,..,..,3.8
VGB,2020,..,..,..,..,..,..,..,3.8
VGB,2021,..,..,..,..,..,..,..,3.8
VGB,2022,..,..,..,..,..,..,..,..
BRN,1990,..,..,..,..,..,..,..,..
BRN,1991,..,..,0.746,..,..,..,..,..
BRN,1992,..,..,..,..,..,..,..,..
BRN,1993,..,..,..,..,..,..,..,..
BRN,1994,..,..,..,..,..,..,..,..
BRN,1995,..,..,..,..,..,..,..,..
BRN,1996,..,..,0.848,..,..,..,..,..
BRN,1997,..,..,..,..,..,..,..,..
BRN,1998,..,..,..,..,..,..,..,..
BRN,1999,..,..,..,..,..,..,..,..
BRN,2000,2.55124474,2.46,1.0084,..,..,..,..,106
BRN,2001,2.54995036,..,..,20,..,..,..,73
BRN,2002,2.53798175,2.7,1.1534,19.3,..,..,..,76
BRN,2003,2.60610557,..,..,18.3,..,..,..,68
BRN,2004,2.5552268,2.6,1.2883,17.7,..,..,..,59
BRN,2005,2.23678851,2.58,1.0682,17,..,..,..,51
BRN,2006,1.91712439,2.79,1.0775,16.2,..,..,..,62
BRN,2007,1.96159494,..,1.048,15.2,..,..,..,63
BRN,2008,1.87878013,2.7,1.4866,14.2,..,..,..,67
BRN,2009,2.38892293,2.6,1.1592,12.8,..,..,..,63
BRN,2010,2.27826095,2.46,1.4488,11.4,..,..,..,69
BRN,2011,1.86409724,2.46,1.5443,10,..,..,..,66
BRN,2012,1.85097206,2.44,1.4937,9.2,..,..,..,69
BRN,2013,1.898314,2.42,1.6222,8.4,..,..,..,59
BRN,2014,1.91436803,2.43,1.5105,8,..,..,..,55
BRN,2015,2.38708901,2.77,1.7812,7.4,..,..,..,58
BRN,2016,2.54828691,2.76,..,6.8,..,..,..,65
BRN,2017,2.27036428,2.85,1.609,6.2,..,..,..,64
BRN,2018,2.41289377,..,..,5.8,..,..,..,67
BRN,2019,2.19410944,..,..,5.8,..,..,..,64
BRN,2020,2.39377809,..,..,5.9,..,..,..,82
BRN,2021,..,..,..,..,..,..,..,61
BRN,2022,..,..,..,..,..,..,..,..
BGR,1990,..,9.790800095,3.2231,..,..,0.01,..,..
BGR,1991,..,9.768199921,3.0524,..,..,0.01,..,..
BGR,1992,..,10.20639992,3.1164,..,..,0.01,..,..
BGR,1993,..,10.49419975,3.3182,..,..,0.01,..,..
BGR,1994,..,10.19610023,3.315,..,..,0.01,..,..
BGR,1995,..,10.36999989,3.4691,..,..,0.01,..,..
BGR,1996,..,10.47000027,3.5687,..,..,0.02,..,..
BGR,1997,..,10.27999973,3.4895,..,..,0.02,..,..
BGR,1998,..,8.409999847,3.4993,..,..,0.02,..,..
BGR,1999,..,7.489999771,..,..,..,0.02,..,..
BGR,2000,5.82970953,7.41,3.4416,..,6,0.02,..,52
BGR,2001,6.85958815,7.2,3.4279,4,7,0.02,..,61
BGR,2002,7.0809865,6.49,3.5199,4.2,7,0.02,..,53
BGR,2003,7.19987392,6.29,3.6042,4.5,10,0.02,..,52
BGR,2004,6.89090872,6.13,3.5387,4.9,10,0.02,..,49
BGR,2005,6.89011478,6.41,3.6651,4.9,11,0.02,..,52
BGR,2006,6.52544546,6.28,3.6805,5.1,12,0.02,..,51
BGR,2007,6.16035938,6.46,3.68,4.6,13,0.02,..,47
BGR,2008,6.28771019,6.61,3.6488,4.5,14,0.03,..,49
BGR,2009,6.59577608,6.72,3.7401,4.1,17,0.03,..,44
BGR,2010,7.09571743,6.62,3.7661,4,19,0.03,..,41
BGR,2011,7.1026721,6.45,3.8467,4,22,0.03,..,37
BGR,2012,7.53875399,6.61,3.8995,3.7,25,0.03,..,35
BGR,2013,7.1426816,6.82,3.963,3.2,28,0.03,..,33
BGR,2014,7.68282461,7.13,3.975,3.3,30,0.03,..,31
BGR,2015,7.3912921,7.24,4.0332,3.4,33,0.03,..,28
BGR,2016,7.45653582,7.27,..,3.5,37,0.03,..,27
