iso3,year,gdp
FJI,2001,4038.133506
FJI,2002,4125.326719
FJI,2003,4125.729994
FJI,2004,4302.347951
FJI,2005,4291.715847
FJI,2006,4330.827576
FJI,2007,4257.514868
FJI,2008,4272.306983
FJI,2009,4191.347609
FJI,2010,4297.139304
FJI,2011,4397.903395
FJI,2012,4446.734555
FJI,2013,4645.046887
FJI,2014,4894.044
FJI,2015,5105.190039
FJI,2016,5223.376465
FJI,2017,5499.122684
FJI,2018,5708.91143
FJI,2019,5678.969942
FJI,2020,4703.509807
FJI,2021,4442.869411
FJI,2022,5130.664819
FIN,1990,31279.95197
FIN,1991,29278.36366
FIN,1992,28155.08956
FIN,1993,27833.70257
FIN,1994,28812.30362
FIN,1995,29912.89797
FIN,1996,30908.30031
FIN,1997,32768.37813
FIN,1998,34464.99088
FIN,1999,35891.00564
FIN,2000,37884.39132
FIN,2001,38784.77255
FIN,2002,39351.3904
FIN,2003,40044.30486
FIN,2004,41522.17508
FIN,2005,42530.61968
FIN,2006,44074.03092
FIN,2007,46212.64097
FIN,2008,46358.62041
FIN,2009,42412.09785
FIN,2010,43563.5722
FIN,2011,44466.8177
FIN,2012,43637.24867
FIN,2013,43044.99712
FIN,2014,42710.92129
FIN,2015,42801.90812
FIN,2016,43878.96673
FIN,2017,45173.62941
FIN,2018,45627.91989
FIN,2019,46135.88142
FIN,2020,44984.73445
FIN,2021,46259.19692
FIN,2022,47088.32863
FRA,1990,28617.44357
FRA,1991,28664.13188
FRA,1992,28977.8889
FRA,1993,28670.88633
FRA,1994,29237.51659
FRA,1995,29745.12873
FRA,1996,30057.96555
FRA,1997,30650.74448
FRA,1998,31633.14775
FRA,1999,32546.93405
FRA,2000,33592.46683
FRA,2001,34009.8624
FRA,2002,34146.30627
FRA,2003,34183.66334
FRA,2004,34893.52981
FRA,2005,35208.8558
FRA,2006,35821.87199
FRA,2007,36464.95927
FRA,2008,36354.65866
FRA,2009,35129.36224
FRA,2010,35638.12156
FRA,2011,36244.18716
FRA,2012,36182.15113
FRA,2013,36203.19087
FRA,2014,36378.61866
FRA,2015,36652.92231
FRA,2016,36956.7958
FRA,2017,37694.0833
FRA,2018,38259.69777
FRA,2019,38832.0242
FRA,2020,35712.0752
FRA,2021,38045.90216
FRA,2022,38913.93741
PYF,1990,24430.94042
PYF,1991,24812.1185
PYF,1992,23985.48221
PYF,1993,23241.09067
PYF,1994,22455.52639
PYF,1995,22004.40814
PYF,1996,21509.44474
PYF,1997,21137.28422
PYF,1998,21163.16507
PYF,1999,21219.13498
PYF,2000,21549.29895
PYF,2001,21128.60602
PYF,2002,20971.2589
PYF,2003,21088.84862
PYF,2004,20978.09544
PYF,2005,20738.18069
PYF,2006,20630.32645
PYF,2007,20734.89496
PYF,2008,20560.39023
PYF,2009,19570.07372
PYF,2010,18986.23746
PYF,2011,18328.48097
PYF,2012,18074.90319
PYF,2013,18055.75728
PYF,2014,18047.57423
PYF,2015,18252.51413
PYF,2016,18561.14779
PYF,2017,19232.83201
PYF,2018,19425.17237
PYF,2019,19807.29314
PYF,2020,18286.3746
PYF,2021,18595.16793
PYF,2022,..
GAB,1990,8360.263031
GAB,1991,8634.419934
GAB,1992,8146.195543
GAB,1993,8245.591509
GAB,1994,8331.049832
GAB,1995,8524.419156
GAB,1996,8613.580569
GAB,1997,8882.402879
GAB,1998,8963.204979
GAB,1999,7959.064796
GAB,2000,7611.835714
GAB,2001,7574.114915
GAB,2002,7357.566714
GAB,2003,7322.606141
GAB,2004,7171.683533
GAB,2005,7155.365485
GAB,2006,6750.050849
GAB,2007,6937.485135
GAB,2008,6497.481239
GAB,2009,6295.199055
GAB,2010,6514.731163
GAB,2011,6735.082879
GAB,2012,6840.948613
GAB,2013,6977.77027
GAB,2014,7039.682149
GAB,2015,7090.454634
GAB,2016,7038.577278
GAB,2017,6893.384327
GAB,2018,6786.89035
GAB,2019,6893.323106
GAB,2020,6619.688603
GAB,2021,6577.411772
GAB,2022,6641.526595
GMB,1990,667.6238206
GMB,1991,661.100208
GMB,1992,656.990625
GMB,1993,652.9383579
GMB,1994,633.5704182
GMB,1995,620.4930802
GMB,1996,615.9839013
GMB,1997,627.556345
GMB,1998,630.752944
GMB,1999,651.749188
GMB,2000,667.9653778
GMB,2001,686.6876843
GMB,2002,645.7017307
GMB,2003,670.6609394
GMB,2004,697.4724509
GMB,2005,661.3219096
GMB,2006,638.0769451
GMB,2007,637.5309993
GMB,2008,656.7039081
GMB,2009,679.003611
GMB,2010,697.1625663
GMB,2011,620.9482216
GMB,2012,633.5827195
GMB,2013,632.1971502
GMB,2014,605.0336927
GMB,2015,611.6712178
GMB,2016,606.3161989
GMB,2017,618.4807674
GMB,2018,645.9381857
GMB,2019,668.6351211
GMB,2020,655.5761178
GMB,2021,666.4710849
GMB,2022,682.2108511
GEO,1990,3546.092915
GEO,1991,2778.254037
GEO,1992,1519.007431
GEO,1993,1065.716018
GEO,1994,969.6950801
GEO,1995,1033.004213
GEO,1996,1191.159191
GEO,1997,1359.367834
GEO,1998,1436.685537
GEO,1999,1508.628811
GEO,2000,1566.531494
GEO,2001,1667.47739
GEO,2002,1774.603859
GEO,2003,1984.207899
GEO,2004,2112.222537
GEO,2005,2329.528082
GEO,2006,2563.496023
GEO,2007,2901.050828
GEO,2008,2980.254815
GEO,2009,2897.077683
GEO,2010,3100.666495
GEO,2011,3356.936232
GEO,2012,3597.137717
GEO,2013,3738.636395
GEO,2014,3902.497145
GEO,2015,4014.112241
GEO,2016,4128.309803
GEO,2017,4327.648125
GEO,2018,4539.004182
GEO,2019,4773.335666
GEO,2020,4447.582589
GEO,2021,4931.733169
GEO,2022,5424.575444
DEU,1990,29485.70997
DEU,1991,30766.92896
DEU,1992,31121.07057
DEU,1993,30615.14021
DEU,1994,31238.87906
DEU,1995,31628.15981
DEU,1996,31790.86686
DEU,1997,32313.29707
DEU,1998,32959.07357
DEU,1999,33559.39937
DEU,2000,34490.07577
DEU,2001,35011.06846
DEU,2002,34883.05807
DEU,2003,34619.66407
DEU,2004,35034.08061
DEU,2005,35310.47047
DEU,2006,36699.44678
DEU,2007,37842.35779
DEU,2008,38278.31301
DEU,2009,36190.39289
DEU,2010,37760.91363
DEU,2011,39977.34171
DEU,2012,40069.35396
DEU,2013,40135.01583
DEU,2014,40851.16173
DEU,2015,41103.25644
DEU,2016,41682.03224
DEU,2017,42639.55441
DEU,2018,42928.74124
DEU,2019,43284.60246
DEU,2020,41650.42271
DEU,2021,42726.48532
DEU,2022,43032.14208
GHA,1990,852.4216332
GHA,1991,874.9861536
GHA,1992,886.652833
GHA,1993,907.1964295
GHA,1994,915.2893898
GHA,1995,931.1805173
GHA,1996,951.9228805
GHA,1997,968.8461252
GHA,1998,990.1751159
GHA,1999,1008.833775
GHA,2000,1020.162296
GHA,2001,1033.121452
GHA,2002,1050.344113
GHA,2003,1075.371975
GHA,2004,1105.685735
GHA,2005,1140.186529
GHA,2006,1181.559087
GHA,2007,1201.210925
GHA,2008,1277.82311
GHA,2009,1306.185264
GHA,2010,1374.985151
GHA,2011,1530.359472
GHA,2012,1631.919509
GHA,2013,1708.828158
GHA,2014,1715.824117
GHA,2015,1711.271471
GHA,2016,1728.097232
GHA,2017,1827.274082
GHA,2018,1899.808593
GHA,2019,1981.613928
GHA,2020,1951.064644
GHA,2021,2014.713874
GHA,2022,2040.042624
GIB,1990,..
GIB,1991,..
GIB,1992,..
GIB,1993,..
GIB,1994,..
GIB,1995,..
GIB,1996,..
GIB,1997,..
GIB,1998,..
GIB,1999,..
GIB,2000,..
GIB,2001,..
GIB,2002,..
GIB,2003,..
GIB,2004,..
GIB,2005,..
GIB,2006,..
GIB,2007,..
GIB,2008,..
GIB,2009,..
GIB,2010,..
GIB,2011,..
GIB,2012,..
GIB,2013,..
GIB,2014,..
GIB,2015,..
GIB,2016,..
GIB,2017,..
GIB,2018,..
GIB,2019,..
GIB,2020,..
GIB,2021,..
GIB,2022,..
GRC,1990,15525.84145
GRC,1991,15816.1489
GRC,1992,15805.66292
GRC,1993,15461.54983
GRC,1994,15692.01338
GRC,1995,15946.82424
GRC,1996,16331.11767
GRC,1997,16979.47641
GRC,1998,17543.31383
GRC,1999,18013.14127
GRC,2000,18642.80207
GRC,2001,19312.38683
GRC,2002,19996.55181
GRC,2003,21104.83291
GRC,2004,22118.1558
GRC,2005,22185.52068
GRC,2006,23369.25172
GRC,2007,24072.89616
GRC,2008,23928.60572
GRC,2009,22839.34753
GRC,2010,21560.35335
GRC,2011,19400.80773
GRC,2012,18123.6711
GRC,2013,17796.25767
GRC,2014,18000.41846
GRC,2015,18083.87791
GRC,2016,18070.78073
GRC,2017,18304.30768
GRC,2018,18647.49572
GRC,2019,19018.90212
GRC,2020,17343.60999
GRC,2021,18907.84914
GRC,2022,20167.5589
GRL,1990,26805.55037
GRL,1991,26823.37905
GRL,1992,25544.2999
GRL,1993,24303.8989
GRL,1994,25604.59633
GRL,1995,26416.51717
GRL,1996,26772.61449
GRL,1997,27117.37397
GRL,1998,29169.04731
GRL,1999,29570.96308
GRL,2000,31614.61962
GRL,2001,31930.59623
GRL,2002,31475.82204
GRL,2003,32779.88233
GRL,2004,34953.95024
GRL,2005,36681.80651
GRL,2006,38829.53739
GRL,2007,39896.87636
GRL,2008,42527.66791
GRL,2009,42899.74527
GRL,2010,43198.03345
GRL,2011,42994.88017
GRL,2012,43655.70156
GRL,2013,43338.38501
GRL,2014,45545.14408
GRL,2015,44536.35609
GRL,2016,46561.78431
GRL,2017,46597.94642
GRL,2018,47012.98721
GRL,2019,48170.7909
GRL,2020,48139.5838
GRL,2021,48514.52835
GRL,2022,..
GRD,1990,5149.573002
GRD,1991,5183.711884
GRD,1992,5074.379429
GRD,1993,4919.813947
GRD,1994,4954.593066
GRD,1995,5017.016591
GRD,1996,5200.403178
GRD,1997,5424.855074
GRD,1998,6025.303006
GRD,1999,6403.386125
GRD,2000,6678.307413
GRD,2001,6512.592364
GRD,2002,6718.090015
GRD,2003,7319.465525
GRD,2004,7220.547712
GRD,2005,8124.412907
GRD,2006,7748.233206
GRD,2007,8168.45103
GRD,2008,8190.647564
GRD,2009,7596.902706
GRD,2010,7505.713231
GRD,2011,7505.265186
GRD,2012,7354.973603
GRD,2013,7461.400736
GRD,2014,7939.502066
GRD,2015,8379.621847
GRD,2016,8621.538901
GRD,2017,8933.108249
GRD,2018,9252.554034
GRD,2019,9247.898382
GRD,2020,7915.138714
GRD,2021,8223.186698
GRD,2022,8642.703157
GUM,1990,..
GUM,1991,..
GUM,1992,..
GUM,1993,..
GUM,1994,..
GUM,1995,..
GUM,1996,..
GUM,1997,..
GUM,1998,..
GUM,1999,..
GUM,2000,..
GUM,2001,..
GUM,2002,29531.10131
GUM,2003,29640.89325
GUM,2004,31446.57205
GUM,2005,32507.51749
GUM,2006,31273.5773
GUM,2007,31481.05247
GUM,2008,32128.97223
GUM,2009,32298.34765
GUM,2010,32964.24536
GUM,2011,32841.67229
GUM,2012,33392.68538
GUM,2013,33822.59302
GUM,2014,34328.5632
GUM,2015,34522.37793
GUM,2016,34509.60065
GUM,2017,34763.08114
GUM,2018,34472.9594
GUM,2019,35378.95577
GUM,2020,31236.07975
GUM,2021,31325.3963
GUM,2022,..
GTM,1990,2733.861238
GTM,1991,2758.67342
GTM,1992,2817.225627
GTM,1993,2854.127405
GTM,1994,2896.217769
GTM,1995,2965.885979
GTM,1996,2981.115041
GTM,1997,3038.707551
GTM,1998,3115.971323
GTM,1999,3160.073338
GTM,2000,3195.388078
GTM,2001,3192.302352
GTM,2002,3239.560829
GTM,2003,3250.834756
GTM,2004,3282.31464
GTM,2005,3320.157565
GTM,2006,3427.67155
GTM,2007,3573.592633
GTM,2008,3620.82337
GTM,2009,3570.295842
GTM,2010,3606.423482
GTM,2011,3688.858936
GTM,2012,3731.668472
GTM,2013,3802.146352
GTM,2014,3903.051966
GTM,2015,3994.629085
GTM,2016,4034.150577
GTM,2017,4091.259983
GTM,2018,4163.476302
GTM,2019,4263.708444
GTM,2020,4124.143539
GTM,2021,4388.724072
GTM,2022,4504.129223
GIN,1990,555.2954501
GIN,1991,547.277226
GIN,1992,547.2721133
GIN,1993,557.4254628
GIN,1994,562.316641
GIN,1995,571.9827514
GIN,1996,580.8000659
GIN,1997,598.4561102
GIN,1998,608.6440229
GIN,1999,617.7513982
GIN,2000,620.9044564
GIN,2001,635.331826
GIN,2002,657.8567571
GIN,2003,651.305257
GIN,2004,652.50422
GIN,2005,658.8943813
GIN,2006,653.1193781
GIN,2007,681.8281759
GIN,2008,693.1141054
GIN,2009,668.8147426
GIN,2010,683.9845848
GIN,2011,704.7373238
GIN,2012,728.3684373
GIN,2013,738.8405929
GIN,2014,747.363411
GIN,2015,756.4255898
GIN,2016,816.8470793
GIN,2017,878.1792716
GIN,2018,910.652642
GIN,2019,937.7031315
GIN,2020,959.4319731
GIN,2021,972.7790299
GIN,2022,994.4369972
GNB,1990,669.8077931
GNB,1991,689.585555
GNB,1992,677.3730255
GNB,1993,669.4401255
GNB,1994,670.0301477
GNB,1995,682.2275198
GNB,1996,745.7581658
GNB,1997,779.3110764
GNB,1998,550.0900427
GNB,1999,545.4120523
GNB,2000,563.6243105
GNB,2001,563.8086042
GNB,2002,545.9668174
GNB,2003,536.5610173
GNB,2004,538.5425228
GNB,2005,548.2073658
GNB,2006,547.2321748
GNB,2007,550.8764958
GNB,2008,554.0634929
GNB,2009,558.1920849
GNB,2010,569.0176261
GNB,2011,599.0452018
GNB,2012,573.2171985
GNB,2013,576.1798874
GNB,2014,566.5355786
GNB,2015,585.9570126
GNB,2016,607.1663368
GNB,2017,627.6169372
GNB,2018,620.7710304
GNB,2019,633.7257459
GNB,2020,604.5951481
GNB,2021,613.898112
GNB,2022,621.8522261
GUY,1990,2386.062574
GUY,1991,2540.877815
GUY,1992,2734.681207
GUY,1993,2949.569751
GUY,1994,3191.173002
GUY,1995,3342.17966
GUY,1996,3599.05641
GUY,1997,3813.20336
GUY,1998,3741.813067
GUY,1999,3845.882814
GUY,2000,3788.250004
GUY,2001,3870.738604
GUY,2002,3911.933265
GUY,2003,3885.979511
GUY,2004,3947.447297
GUY,2005,3874.076933
GUY,2006,4080.009142
GUY,2007,4384.083878
GUY,2008,4475.059558
GUY,2009,4654.5258
GUY,2010,4868.705563
GUY,2011,5147.172443
GUY,2012,5420.67715
GUY,2013,5592.756441
GUY,2014,5659.075248
GUY,2015,5668.429765
GUY,2016,5852.837731
GUY,2017,6038.273456
GUY,2018,6127.705381
GUY,2019,6348.69809
GUY,2020,9126.806047
GUY,2021,10857.33815
GUY,2022,17044.79485
HTI,1990,1610.654941
HTI,1991,1608.263811
HTI,1992,1493.336667
HTI,1993,1385.357145
HTI,1994,1196.961772
HTI,1995,1291.07739
HTI,1996,1319.746901
HTI,1997,1330.683691
HTI,1998,1335.136267
HTI,1999,1346.590526
HTI,2000,1333.727172
HTI,2001,1305.497775
HTI,2002,1296.410671
HTI,2003,1318.594144
HTI,2004,1279.546588
HTI,2005,1297.085988
HTI,2006,1298.034876
HTI,2007,1336.832329
HTI,2008,1350.23348
HTI,2009,1406.935035
HTI,2010,1312.284856
HTI,2011,1363.748835
HTI,2012,1349.68925
HTI,2013,1387.111167
HTI,2014,1406.412235
HTI,2015,1405.714786
HTI,2016,1411.14311
HTI,2017,1426.633692
HTI,2018,1430.818777
HTI,2019,1387.514913
HTI,2020,1324.283286
HTI,2021,1284.477935
HTI,2022,1247.89239
HND,1990,1704.928897
HND,1991,1602.773509
HND,1992,1653.079544
HND,1993,1711.756831
HND,1994,1668.017648
HND,1995,1722.533042
HND,1996,1706.689007
HND,1997,1736.479058
HND,1998,1751.93839
HND,1999,1693.723105
HND,2000,1768.253905
HND,2001,1768.289976
HND,2002,1787.098935
HND,2003,1821.150379
HND,2004,1887.085324
HND,2005,1953.326123
HND,2006,2033.071108
HND,2007,2110.047332
HND,2008,2151.201561
HND,2009,2054.384112
HND,2010,2087.252271
HND,2011,2124.187516
HND,2012,2169.15629
HND,2013,2187.833433
HND,2014,2213.440507
HND,2015,2257.225284
HND,2016,2303.878504
HND,2017,2373.79156
HND,2018,2423.27606
HND,2019,2446.108097
HND,2020,2190.974369
HND,2021,2428.031947
HND,2022,2487.705612
HKG,1990,21357.25108
HKG,1991,22388.60684
HKG,1992,23585.64355
HKG,1993,24621.645
HKG,1994,25526.45901
HKG,1995,25620.02759
HKG,1996,25551.38807
HKG,1997,26631.81033
HKG,1998,24856.79744
HKG,1999,25237.66192
HKG,2000,26933.25019
HKG,2001,26885.4245
HKG,2002,27210.0679
HKG,2003,28097.09707
HKG,2004,30304.2895
HKG,2005,32401.35463
HKG,2006,34457.99588
HKG,2007,36371.63853
HKG,2008,36924.01709
HKG,2009,35938.55667
HKG,2010,38089.98661
HKG,2011,39656.31281
HKG,2012,39887.81273
HKG,2013,40959.97105
HKG,2014,41796.84057
HKG,2015,42432.16197
HKG,2016,43087.54139
HKG,2017,44380.80232
HKG,2018,45280.4865
HKG,2019,44195.26234
HKG,2020,41451.28672
HKG,2021,44525.59296
HKG,2022,43369.7143
HUN,1990,..
HUN,1991,7589.901968
HUN,1992,7360.213656
HUN,1993,7326.160507
HUN,1994,7552.404674
HUN,1995,7675.578171
HUN,1996,7695.110537
HUN,1997,7952.983132
HUN,1998,8282.39886
HUN,1999,8560.969094
HUN,2000,8967.696269
HUN,2001,9354.480751
HUN,2002,9825.943199
HUN,2003,10255.61011
HUN,2004,10792.73743
HUN,2005,11278.61603
HUN,2006,11741.94768
HUN,2007,11792.77129
HUN,2008,11932.0384
HUN,2009,11162.05597
HUN,2010,11307.7162
HUN,2011,11551.49893
HUN,2012,11466.14191
HUN,2013,11705.00925
HUN,2014,12233.29937
HUN,2015,12717.0386
HUN,2016,13035.35286
HUN,2017,13628.40449
HUN,2018,14377.42416
HUN,2019,15083.59917
HUN,2020,14430.47683
HUN,2021,15533.6089
HUN,2022,16288.98715
ISL,1990,..
ISL,1991,..
ISL,1992,..
ISL,1993,..
ISL,1994,..
ISL,1995,34188.35059
ISL,1996,35557.27725
ISL,1997,37302.66803
ISL,1998,39622.60698
ISL,1999,40725.88604
ISL,2000,42174.66506
ISL,2001,43288.0763
ISL,2002,43143.46058
ISL,2003,43763.77561
ISL,2004,46766.01687
ISL,2005,48850.76586
ISL,2006,50731.69069
ISL,2007,53646.36902
ISL,2008,53821.47082
ISL,2009,49527.39883
ISL,2010,48193.7014
ISL,2011,48933.54566
ISL,2012,49191.57442
ISL,2013,50946.81626
ISL,2014,51233.24405
ISL,2015,52951.68151
ISL,2016,55513.6423
ISL,2017,56501.45768
ISL,2018,57697.80442
ISL,2019,57461.80196
ISL,2020,52442.36177
ISL,2021,53825.26159
ISL,2022,55886.84359
IND,1990,534.4840963
IND,1991,528.8981738
IND,1992,546.4410172
IND,1993,560.7985684
IND,1994,586.175454
IND,1995,618.1392842
IND,1996,651.9583526
IND,1997,665.4661035
IND,1998,693.4085005
IND,1999,740.9162288
IND,2000,755.4822894
IND,2001,777.7336556
IND,2002,793.100957
IND,2003,840.8180391
IND,2004,892.3820981
IND,2005,947.7634295
IND,2006,1008.667131
IND,2007,1070.131532
IND,2008,1087.583029
IND,2009,1156.880659
IND,2010,1238.014719
IND,2011,1285.283027
IND,2012,1337.476103
IND,2013,1404.545338
IND,2014,1490.028499
IND,2015,1590.174322
IND,2016,1701.184227
IND,2017,1795.911839
IND,2018,1891.138424
IND,2019,1944.314837
IND,2020,1813.534542
IND,2021,1961.960877
IND,2022,2085.121084
IDN,1990,1483.638032
IDN,1991,1556.806664
IDN,1992,1629.847978
IDN,1993,1706.952365
IDN,1994,1805.603885
IDN,1995,1922.352118
IDN,1996,2039.362989
IDN,1997,2101.25415
IDN,1998,1797.083922
IDN,1999,1784.333595
IDN,2000,1845.227801
IDN,2001,1885.679751
IDN,2002,1943.644928
IDN,2003,2009.489784
IDN,2004,2083.882509
IDN,2005,2174.915222
IDN,2006,2264.935733
IDN,2007,2377.254993
IDN,2008,2487.611297
IDN,2009,2569.874213
IDN,2010,2695.86817
IDN,2011,2826.480441
IDN,2012,2959.514478
IDN,2013,3086.323117
IDN,2014,3203.484287
IDN,2015,3322.581679
IDN,2016,3453.04943
IDN,2017,3591.780029
IDN,2018,3741.305267
IDN,2019,3892.421662
IDN,2020,3780.121635
IDN,2021,3892.962372
IDN,2022,4073.610494
IRN,1990,3363.51012
IRN,1991,3647.571114
IRN,1992,3680.217876
IRN,1993,3602.815105
IRN,1994,3528.030692
IRN,1995,3564.661773
IRN,1996,3741.581358
IRN,1997,3738.567341
IRN,1998,3757.343086
IRN,1999,3772.355937
IRN,2000,3927.709223
IRN,2001,3953.479698
IRN,2002,4231.478908
IRN,2003,4554.593873
IRN,2004,4675.940805
IRN,2005,4748.030254
IRN,2006,4908.959952
IRN,2007,5232.703549
IRN,2008,5174.354771
IRN,2009,5155.857249
IRN,2010,5378.717711
IRN,2011,5450.938213
IRN,2012,5180.086027
IRN,2013,5027.484717
IRN,2014,5178.900707
IRN,2015,4990.936795
IRN,2016,5332.101032
IRN,2017,5401.455937
IRN,2018,5211.111641
IRN,2019,5017.117215
IRN,2020,5141.084776
IRN,2021,5344.958025
IRN,2022,5453.004749
IRQ,1990,3511.166526
IRQ,1991,1249.067952
IRQ,1992,1607.587552
IRQ,1993,1995.728631
IRQ,1994,1975.178907
IRQ,1995,1949.578297
IRQ,1996,2095.373662
IRQ,1997,2461.728576
IRQ,1998,3215.740701
IRQ,1999,3659.35339
IRQ,2000,4138.187938
IRQ,2001,4079.11185
IRQ,2002,3626.353392
IRQ,2003,2227.969152
IRQ,2004,3320.378909
IRQ,2005,3277.111909
IRQ,2006,3437.36336
IRQ,2007,3532.080546
IRQ,2008,3749.765772
IRQ,2009,3739.455444
IRQ,2010,3854.688355
IRQ,2011,4003.052598
IRQ,2012,4360.745623
IRQ,2013,4479.470418
IRQ,2014,4333.823989
IRQ,2015,4416.942923
IRQ,2016,4903.823256
IRQ,2017,4702.400483
IRQ,2018,4710.976147
IRQ,2019,4854.386495
IRQ,2020,4170.392047
IRQ,2021,4141.388177
IRQ,2022,4335.78313
IRL,1990,23181.01785
IRL,1991,23492.87181
IRL,1992,24113.22631
IRL,1993,24639.03714
IRL,1994,25954.70535
IRL,1995,28309.77569
IRL,1996,30159.3419
IRL,1997,33149.33488
IRL,1998,35681.11682
IRL,1999,38996.20661
IRL,2000,42098.27937
IRL,2001,43631.69631
IRL,2002,45433.57889
IRL,2003,46046.65348
IRL,2004,48281.50838
IRL,2005,49952.50294
IRL,2006,51049.05497
IRL,2007,52227.89555
IRL,2008,48879.22787
IRL,2009,45919.68274
IRL,2010,46438.76969
IRL,2011,46622.23949
IRL,2012,46422.52574
IRL,2013,46698.55665
IRL,2014,50368.13774
IRL,2015,62053.98444
IRL,2016,62588.66828
IRL,2017,67486.2718
IRL,2018,72339.42185
IRL,2019,75239.30289
IRL,2020,79074.54014
IRL,2021,88966.67216
IRL,2022,98561.62405
IMN,1990,28063.19123
IMN,1991,28143.74806
IMN,1992,28152.21906
IMN,1993,28719.55494
IMN,1994,29707.00964
IMN,1995,30828.30467
IMN,1996,32959.00107
IMN,1997,35394.20001
IMN,1998,39663.50055
IMN,1999,44529.06107
IMN,2000,46334.3409
IMN,2001,48301.99309
IMN,2002,50774.9957
IMN,2003,53299.43251
IMN,2004,55545.05169
IMN,2005,58275.57724
IMN,2006,62126.78166
IMN,2007,66068.1937
IMN,2008,68547.37316
IMN,2009,69212.00302
IMN,2010,70785.76836
IMN,2011,71754.66439
IMN,2012,77006.49372
IMN,2013,80380.8989
IMN,2014,84774.41828
IMN,2015,84753.45673
IMN,2016,90801.10413
IMN,2017,93232.58417
IMN,2018,95074.37475
IMN,2019,95137.2757
IMN,2020,86614.11562
IMN,2021,..
IMN,2022,..
ISR,1990,..
ISR,1991,..
ISR,1992,..
ISR,1993,..
ISR,1994,..
ISR,1995,25872.23042
ISR,1996,26698.23157
ISR,1997,27026.48143
ISR,1998,27502.57385
ISR,1999,27704.0216
ISR,2000,29321.3254
ISR,2001,28733.94126
ISR,2002,28128.84607
ISR,2003,28010.60746
ISR,2004,28836.51318
ISR,2005,29503.90146
ISR,2006,30605.156
ISR,2007,31880.34505
ISR,2008,32337.19771
ISR,2009,31852.2672
ISR,2010,33048.55459
ISR,2011,34247.62328
ISR,2012,34491.16011
ISR,2013,35348.30685
ISR,2014,36035.25775
ISR,2015,36206.52222
ISR,2016,37109.02182
ISR,2017,37953.04046
ISR,2018,38744.16044
ISR,2019,39591.36876
ISR,2020,38176.75434
ISR,2021,40802.14162
ISR,2022,42594.31887
ITA,1990,27490.63204
ITA,1991,27894.24279
ITA,1992,28107.85903
ITA,1993,27851.12136
ITA,1994,28444.41025
ITA,1995,29265.08905
ITA,1996,29627.48695
ITA,1997,30153.77518
ITA,1998,30690.91172
ITA,1999,31184.61639
ITA,2000,32350.90437
ITA,2001,32963.67061
ITA,2002,32998.20319
ITA,2003,32897.39078
ITA,2004,33150.47622
ITA,2005,33257.7698
ITA,2006,33751.70002
ITA,2007,34081.09033
ITA,2008,33530.36014
ITA,2009,31615.27081
ITA,2010,32058.17399
ITA,2011,32229.45679
ITA,2012,31184.55843
ITA,2013,30257.62743
ITA,2014,29979.91872
ITA,2015,30242.38614
ITA,2016,30685.6459
ITA,2017,31244.2271
ITA,2018,31593.48026
ITA,2019,32114.29986
ITA,2020,29373.44509
ITA,2021,31600.70948
ITA,2022,32902.66514
JAM,1990,4503.504728
JAM,1991,4682.562752
JAM,1992,4729.604458
JAM,1993,5123.462159
JAM,1994,5141.814551
JAM,1995,5209.816616
JAM,1996,5155.564916
JAM,1997,5052.761222
JAM,1998,4893.407241
JAM,1999,4907.147344
JAM,2000,4920.070849
JAM,2001,4961.172529
JAM,2002,5035.635843
JAM,2003,5195.086658
JAM,2004,5238.174501
JAM,2005,5259.644859
JAM,2006,5386.378458
JAM,2007,5440.12556
JAM,2008,5375.762335
JAM,2009,5121.33915
JAM,2010,5025.494175
JAM,2011,5089.605885
JAM,2012,5033.359277
JAM,2013,5035.129286
JAM,2014,5049.081078
JAM,2015,5077.551636
JAM,2016,5132.227495
JAM,2017,5172.916733
JAM,2018,5264.197143
JAM,2019,5307.511041
JAM,2020,4770.770288
JAM,2021,4977.415271
JAM,2022,5187.050043
JPN,1990,28422.21312
JPN,1991,29308.27409
JPN,1992,29462.65397
JPN,1993,29232.43979
JPN,1994,29466.75525
JPN,1995,30171.16379
JPN,1996,31046.17015
JPN,1997,31276.19308
JPN,1998,30795.08889
JPN,1999,30636.26612
JPN,2000,31430.63113
JPN,2001,31476.05207
JPN,2002,31416.12418
JPN,2003,31830.21758
JPN,2004,32515.1158
JPN,2005,33098.54747
JPN,2006,33531.51856
JPN,2007,33990.03603
JPN,2008,33557.6454
JPN,2009,31651.08377
JPN,2010,32942.20208
JPN,2011,33011.13423
JPN,2012,33518.44494
JPN,2013,34239.88625
JPN,2014,34386.90586
JPN,2015,34960.63938
JPN,2016,35242.19938
JPN,2017,35861.97285
JPN,2018,36138.52908
JPN,2019,36043.7844
JPN,2020,34603.26506
JPN,2021,35507.57859
JPN,2022,36032.39444
JOR,1990,3332.360172
JOR,1991,3214.380206
JOR,1992,3485.045393
JOR,1993,3454.805812
JOR,1994,3454.982187
JOR,1995,3521.052307
JOR,1996,3477.169726
JOR,1997,3497.361297
JOR,1998,3520.353715
JOR,1999,3561.475342
JOR,2000,3635.292158
JOR,2001,3747.464938
JOR,2002,3879.883749
JOR,2003,3951.041046
JOR,2004,4183.851054
JOR,2005,4408.270261
JOR,2006,4453.653829
JOR,2007,4521.653171
JOR,2008,4731.612829
JOR,2009,4861.126992
JOR,2010,4865.469773
